"id";"ultmod";"uwprom";"uwedit";"uwexpo";"uwpupr";"uwgoogle";"uwvideo";"uwemail";"uwdestaca";"uweslogan";"uwofdir";"uwofcp";"uwofpob";"uwofpro";"uwoftel";"uwoffax";"uwofdaa";"uwexop";"uwfeop";"uwfemw";"uwfemn";"usalta";"fecalta";"horalta";"pgmorigen";"auxorigen";"usmodif";"fecmodif";"hormodif";"uwport";"uwfepu";"uwfedes";"uwmodelo";"uwuhpadre"
"951";"2023-12-12 02:35:57";"3";"CP-902-034-000-000";"N";"S";"40.4701,-3.16148";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-24";"2016-04-24";"PRINEX";"2016-04-24";"13:31:06";"EEIM41";"EEIM41";"PRINEX";"2016-04-24";"13:31:15";"N";"1900-01-01";"1900-01-01";"N";""
"952";"2023-12-12 02:35:57";"3";"CP-902-035-000-000";"N";"S";"40.4701,-3.16148";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-24";"2016-04-24";"PRINEX";"2016-04-24";"13:31:06";"EEIM41";"EEIM41";"PRINEX";"2016-04-24";"13:31:15";"N";"1900-01-01";"1900-01-01";"N";""
"953";"2023-12-12 02:35:57";"3";"CP-902-036-000-000";"N";"S";"40.4701,-3.16148";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-24";"2016-04-24";"PRINEX";"2016-04-24";"13:31:07";"EEIM41";"EEIM41";"PRINEX";"2016-04-24";"13:31:15";"N";"1900-01-01";"1900-01-01";"N";""
"954";"2023-12-12 02:35:57";"3";"CP-902-037-000-000";"N";"S";"40.4701,-3.16148";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-24";"2016-04-24";"PRINEX";"2016-04-24";"13:31:07";"EEIM41";"EEIM41";"PRINEX";"2016-04-24";"13:31:15";"N";"1900-01-01";"1900-01-01";"N";""
"955";"2023-12-12 02:35:57";"3";"CP-902-038-000-000";"N";"S";"40.4701,-3.16148";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-24";"2016-04-24";"PRINEX";"2016-04-24";"13:31:07";"EEIM41";"EEIM41";"PRINEX";"2016-04-24";"13:31:16";"N";"1900-01-01";"1900-01-01";"N";""
"956";"2023-12-12 02:35:57";"2";"VI-902-051-PRM-00A";"N";"S";"40.665504, -4.097197";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-21";"2019-03-21";"PRINEX";"2016-04-24";"13:31:07";"EEIM41";"EEIM41";"IRUIZ";"2019-03-21";"16:14:17";"N";"1900-01-01";"1900-01-01";"N";""
"957";"2023-12-12 02:35:57";"2";"VI-902-052-PRM-00B";"N";"S";"40.665504, -4.097197";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-21";"2019-03-21";"PRINEX";"2016-04-24";"13:31:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-21";"16:14:22";"N";"1900-01-01";"1900-01-01";"N";""
"958";"2023-12-12 02:35:57";"2";"VI-902-053-PRM-00C";"N";"S";"40.665504, -4.097197";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-21";"2019-03-21";"PRINEX";"2016-04-24";"13:31:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-21";"16:14:27";"N";"1900-01-01";"1900-01-01";"N";""
"959";"2023-12-12 02:35:57";"2";"VI-902-054-PRM-00D";"N";"S";"40.665504, -4.097197";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-21";"2019-03-21";"PRINEX";"2016-04-24";"13:31:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-21";"16:14:31";"N";"1900-01-01";"1900-01-01";"N";""
"960";"2023-12-12 02:35:57";"2";"VI-902-055-SEG-00A";"N";"S";"40.665504, -4.097197";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-21";"2019-03-21";"PRINEX";"2016-04-24";"13:31:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-21";"16:14:20";"N";"1900-01-01";"1900-01-01";"N";""
"961";"2023-12-12 02:35:57";"2";"VI-902-056-SEG-00C";"N";"S";"40.665504, -4.097197";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-03-21";"2019-03-21";"PRINEX";"2016-04-24";"13:31:08";"EEIM41";"EEIM41";"IRUIZ";"2019-03-21";"16:14:27";"N";"1900-01-01";"1900-01-01";"N";""
"962";"2023-12-12 02:35:57";"307";"GA-910-336-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:28";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:36";"N";"1900-01-01";"1900-01-01";"N";""
"963";"2023-12-12 02:35:57";"307";"GA-910-340-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:28";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:35";"N";"1900-01-01";"1900-01-01";"N";""
"964";"2023-12-12 02:35:57";"307";"VI-910-091-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:28";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:35";"N";"1900-01-01";"1900-01-01";"N";""
"965";"2023-12-12 02:35:57";"307";"VI-910-092-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:29";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:52";"N";"1900-01-01";"1900-01-01";"N";""
"966";"2023-12-12 02:35:57";"307";"VI-910-093-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:29";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:54";"N";"1900-01-01";"1900-01-01";"N";""
"967";"2023-12-12 02:35:57";"307";"VI-910-096-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:29";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:54";"N";"1900-01-01";"1900-01-01";"N";""
"968";"2023-12-12 02:35:57";"307";"VI-910-101-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:29";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:54";"N";"1900-01-01";"1900-01-01";"N";""
"969";"2023-12-12 02:35:57";"307";"VI-910-102-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:29";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:54";"N";"1900-01-01";"1900-01-01";"N";""
"970";"2023-12-12 02:35:57";"307";"VI-910-103-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:30";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:53";"N";"1900-01-01";"1900-01-01";"N";""
"971";"2023-12-12 02:35:57";"307";"VI-910-104-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:30";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:53";"N";"1900-01-01";"1900-01-01";"N";""
"972";"2023-12-12 02:35:57";"307";"VI-910-105-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:30";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:53";"N";"1900-01-01";"1900-01-01";"N";""
"973";"2023-12-12 02:35:57";"307";"VI-910-108-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:31";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:53";"N";"1900-01-01";"1900-01-01";"N";""
"974";"2023-12-12 02:35:57";"307";"VI-910-109-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:31";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:53";"N";"1900-01-01";"1900-01-01";"N";""
"975";"2023-12-12 02:35:57";"307";"VI-910-112-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:31";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:53";"N";"1900-01-01";"1900-01-01";"N";""
"976";"2023-12-12 02:35:57";"307";"VI-910-113-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:31";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:46";"N";"1900-01-01";"1900-01-01";"N";""
"977";"2023-12-12 02:35:57";"307";"VI-910-114-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:32";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:49";"N";"1900-01-01";"1900-01-01";"N";""
"978";"2023-12-12 02:35:57";"307";"VI-910-115-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:32";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"979";"2023-12-12 02:35:57";"307";"VI-910-116-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:32";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"980";"2023-12-12 02:35:57";"307";"VI-910-117-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:32";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"981";"2023-12-12 02:35:57";"307";"VI-910-118-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:32";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"982";"2023-12-12 02:35:57";"307";"VI-910-119-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:33";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"983";"2023-12-12 02:35:57";"307";"VI-910-120-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:33";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"984";"2023-12-12 02:35:57";"307";"VI-910-121-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:33";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"985";"2023-12-12 02:35:57";"307";"VI-910-122-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:33";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:48";"N";"1900-01-01";"1900-01-01";"N";""
"986";"2023-12-12 02:35:57";"307";"VI-910-123-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:33";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"17:59:45";"N";"1900-01-01";"1900-01-01";"N";""
"987";"2023-12-12 02:35:57";"307";"VI-910-124-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:34";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:03";"N";"1900-01-01";"1900-01-01";"N";""
"988";"2023-12-12 02:35:57";"307";"VI-910-125-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:34";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:59";"N";"1900-01-01";"1900-01-01";"N";""
"989";"2023-12-12 02:35:57";"307";"VI-910-126-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:34";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:02";"N";"1900-01-01";"1900-01-01";"N";""
"990";"2023-12-12 02:35:57";"307";"VI-910-127-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:34";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:02";"N";"1900-01-01";"1900-01-01";"N";""
"991";"2023-12-12 02:35:57";"307";"VI-910-128-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:34";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:01";"N";"1900-01-01";"1900-01-01";"N";""
"992";"2023-12-12 02:35:57";"307";"VI-910-129-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:35";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:01";"N";"1900-01-01";"1900-01-01";"N";""
"993";"2023-12-12 02:35:57";"307";"VI-910-130-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:35";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:01";"N";"1900-01-01";"1900-01-01";"N";""
"994";"2023-12-12 02:35:57";"307";"VI-910-131-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:35";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:01";"N";"1900-01-01";"1900-01-01";"N";""
"995";"2023-12-12 02:35:57";"307";"VI-910-132-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:35";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:01";"N";"1900-01-01";"1900-01-01";"N";""
"996";"2023-12-12 02:35:57";"307";"VI-910-133-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:36";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:00";"N";"1900-01-01";"1900-01-01";"N";""
"997";"2023-12-12 02:35:57";"307";"VI-910-134-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:36";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:00";"N";"1900-01-01";"1900-01-01";"N";""
"998";"2023-12-12 02:35:57";"307";"VI-910-135-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:36";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:00";"N";"1900-01-01";"1900-01-01";"N";""
"999";"2023-12-12 02:35:57";"307";"VI-910-136-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:36";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:01:00";"N";"1900-01-01";"1900-01-01";"N";""
"1000";"2023-12-12 02:35:57";"307";"VI-910-137-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:36";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:59";"N";"1900-01-01";"1900-01-01";"N";""
"1001";"2023-12-12 02:35:57";"307";"VI-910-138-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:37";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:48";"N";"1900-01-01";"1900-01-01";"N";""
"1002";"2023-12-12 02:35:57";"307";"VI-910-139-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:37";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:48";"N";"1900-01-01";"1900-01-01";"N";""
"1003";"2023-12-12 02:35:57";"307";"VI-910-140-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:37";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:48";"N";"1900-01-01";"1900-01-01";"N";""
"1004";"2023-12-12 02:35:57";"307";"VI-910-141-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:38";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:48";"N";"1900-01-01";"1900-01-01";"N";""
"1005";"2023-12-12 02:35:57";"307";"VI-910-142-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:38";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:48";"N";"1900-01-01";"1900-01-01";"N";""
"1006";"2023-12-12 02:35:57";"307";"VI-910-143-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-11";"2019-04-11";"PRINEX";"2016-04-24";"18:31:38";"EEIM41";"EEIM41";"IRUIZ";"2019-04-11";"18:00:51";"N";"1900-01-01";"1900-01-01";"N";""
"1007";"2023-12-12 02:35:57";"490";"TR-901-001-S01-002";"N";"S";"36.634681, -4.487032";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:00";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:36";"N";"1900-01-01";"1900-01-01";"N";""
"1008";"2023-12-12 02:35:57";"490";"GA-901-063-S02-070";"N";"S";"36.634681, -4.487032";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:00";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:36";"N";"1900-01-01";"1900-01-01";"N";""
"1009";"2023-12-12 02:35:57";"3";"CP-902-108-000-019";"N";"S";"40.4701,-3.16148";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-04-26";"2019-04-26";"PRINEX";"2016-04-25";"07:53:02";"EEIM41";"BDHG01";"IRUIZ";"2019-04-26";"13:43:54";"N";"1900-01-01";"1900-01-01";"N";""
"1010";"2023-12-12 02:35:57";"307";"VI-910-631-000-000";"N";"S";"40.1272493,-3.6709663";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-25";"2016-04-25";"PRINEX";"2016-04-25";"07:53:03";"EEIM41";"EEIM41";"PRINEX";"2016-04-25";"07:53:13";"N";"1900-01-01";"1900-01-01";"N";""
"1011";"2023-12-12 02:35:57";"456";"GA-911-002-000-000";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:03";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:50";"N";"1900-01-01";"1900-01-01";"N";""
"1012";"2023-12-12 02:35:57";"456";"GA-911-001-000-000";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-25";"2016-04-25";"PRINEX";"2016-04-25";"07:53:03";"EEIM41";"EEIM41";"PRINEX";"2016-04-25";"07:53:13";"N";"1900-01-01";"1900-01-01";"N";""
"1013";"2023-12-12 02:35:57";"456";"VI-911-002-000-000";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:03";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:50";"N";"1900-01-01";"1900-01-01";"N";""
"1014";"2023-12-12 02:35:57";"456";"VI-911-001-000-000";"N";"S";"43.3637337,-3.4261977";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:04";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:50";"N";"1900-01-01";"1900-01-01";"N";""
"1015";"2023-12-12 02:35:57";"294";"VI-833-033-002-012";"N";"S";"36.8802,-2.0091087";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2016-04-25";"2016-04-25";"PRINEX";"2016-04-25";"07:53:05";"EEIM41";"EEIM41";"PRINEX";"2016-04-25";"07:53:15";"N";"1900-01-01";"1900-01-01";"N";""
"1016";"2023-12-12 02:35:57";"483";"VI-917-043-004-00C";"N";"S";"43.440529, -3.852285";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:12";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:39";"N";"1900-01-01";"1900-01-01";"N";""
"1017";"2023-12-12 02:35:57";"483";"VI-917-044-004-00B";"N";"S";"43.440065, -3.852313";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:12";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:39";"N";"1900-01-01";"1900-01-01";"N";""
"1018";"2023-12-12 02:35:57";"483";"VI-917-045-004-00C";"N";"S";"43.440065, -3.852313";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:12";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:39";"N";"1900-01-01";"1900-01-01";"N";""
"1019";"2023-12-12 02:35:57";"483";"VI-917-047-005-00C";"N";"S";"43.4410848,-3.8531858";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:13";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:39";"N";"1900-01-01";"1900-01-01";"N";""
"1020";"2023-12-12 02:35:57";"483";"VI-917-051-005-00A";"N";"S";"43.440557, -3.852439";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:13";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:39";"N";"1900-01-01";"1900-01-01";"N";""
"1021";"2023-12-12 02:35:57";"483";"VI-917-054-005-00A";"N";"S";"43.440529, -3.852285";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:13";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:40";"N";"1900-01-01";"1900-01-01";"N";""
"1022";"2023-12-12 02:35:57";"483";"VI-917-056-005-00C";"N";"S";"43.440529, -3.852285";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:13";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:40";"N";"1900-01-01";"1900-01-01";"N";""
"1023";"2023-12-12 02:35:57";"483";"VI-917-057-005-00C";"N";"S";"43.440065, -3.852313";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:13";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:40";"N";"1900-01-01";"1900-01-01";"N";""
"1024";"2023-12-12 02:35:57";"483";"VI-917-003-001-00C";"N";"S";"43.440755, -3.852593";"";"";"N";"";"";"";"";"";"";"";"";"N";"1900-01-01";"2019-06-27";"2019-06-27";"PRINEX";"2016-04-25";"07:53:16";"EEIM41";"EEIM41";"IRUIZ";"2019-06-27";"18:13:40";"N";"1900-01-01";"1900-01-01";"N";""
